POINT_ID,FROM_DATE,TO_DATE,POINT_LON,POINT_LAT,POINT_ELEVATION,POINT_BALANCE,YEAR,RGIId,aspect,slope,u10_oct,u10_nov,u10_dec,u10_jan,u10_feb,u10_mar,u10_apr,u10_may,u10_jun,u10_jul,u10_aug,u10_sep,v10_oct,v10_nov,v10_dec,v10_jan,v10_feb,v10_mar,v10_apr,v10_may,v10_jun,v10_jul,v10_aug,v10_sep,t2m_oct,t2m_nov,t2m_dec,t2m_jan,t2m_feb,t2m_mar,t2m_apr,t2m_may,t2m_jun,t2m_jul,t2m_aug,t2m_sep,fal_oct,fal_nov,fal_dec,fal_jan,fal_feb,fal_mar,fal_apr,fal_may,fal_jun,fal_jul,fal_aug,fal_sep,rsn_oct,rsn_nov,rsn_dec,rsn_jan,rsn_feb,rsn_mar,rsn_apr,rsn_may,rsn_jun,rsn_jul,rsn_aug,rsn_sep,sd_oct,sd_nov,sd_dec,sd_jan,sd_feb,sd_mar,sd_apr,sd_may,sd_jun,sd_jul,sd_aug,sd_sep,sf_oct,sf_nov,sf_dec,sf_jan,sf_feb,sf_mar,sf_apr,sf_may,sf_jun,sf_jul,sf_aug,sf_sep,smlt_oct,smlt_nov,smlt_dec,smlt_jan,smlt_feb,smlt_mar,smlt_apr,smlt_may,smlt_jun,smlt_jul,smlt_aug,smlt_sep,slhf_oct,slhf_nov,slhf_dec,slhf_jan,slhf_feb,slhf_mar,slhf_apr,slhf_may,slhf_jun,slhf_jul,slhf_aug,slhf_sep,str_oct,str_nov,str_dec,str_jan,str_feb,str_mar,str_apr,str_may,str_jun,str_jul,str_aug,str_sep,sshf_oct,sshf_nov,sshf_dec,sshf_jan,sshf_feb,sshf_mar,sshf_apr,sshf_may,sshf_jun,sshf_jul,sshf_aug,sshf_sep,ssrd_oct,ssrd_nov,ssrd_dec,ssrd_jan,ssrd_feb,ssrd_mar,ssrd_apr,ssrd_may,ssrd_jun,ssrd_jul,ssrd_aug,ssrd_sep,tp_oct,tp_nov,tp_dec,tp_jan,tp_feb,tp_mar,tp_apr,tp_may,tp_jun,tp_jul,tp_aug,tp_sep,ALTITUDE_CLIMATE,ELEVATION_DIFFERENCE
B8,20121208,20130103,-72.004,-39.945,1887.0,-0.41,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,978.66552734375
B2,20121208,20130103,-72.028,-39.931,2392.0,0.22,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1483.66552734375
B19,20130322,20130428,-72.03,-39.942,2022.0,-0.34,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1113.66552734375
B19,20130302,20130322,-72.03,-39.942,2022.0,-0.12,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1113.66552734375
B19,20130205,20130302,-72.03,-39.942,2022.0,-0.31,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1113.66552734375
B19,20121208,20130103,-72.03,-39.942,2022.0,0.09,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1113.66552734375
B18,20130322,20130428,-72.019,-39.943,1982.0,-0.95,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1073.66552734375
B18,20130302,20130322,-72.019,-39.943,1982.0,-0.54,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1073.66552734375
B18,20121208,20130103,-72.019,-39.943,1982.0,0.08,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1073.66552734375
B17,20130322,20130428,-72.014,-39.936,2032.0,-0.74,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1123.66552734375
B17,20130302,20130322,-72.014,-39.936,2032.0,-0.54,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762,0.5770645,0.58366585,1.0292292,0.27211475,0.65627766,0.12300396,0.07684803,0.445817,0.44712067,-0.18278217,0.19615364,-0.17451096,-0.27059364,0.025624275,-0.702569,0.117738724,-0.13937378,0.04548073,-0.33373928,-0.6553583,-0.4896183,-0.25356483,-0.5606384,-0.2712679,280.13818,283.72754,282.1416,290.18872,287.53833,284.3955,283.0464,278.89795,276.4146,275.43774,274.52905,276.43164,0.1331102,0.14132966,0.13164164,0.12109226,0.111567274,0.10175845,0.103428274,0.10605176,0.21353039,0.20697224,0.31018993,0.19520444,141.32028,128.07028,127.05466,100.05466,106.86716,107.328094,132.05466,136.9531,165.24997,165.94528,182.32028,164.4609,0.00039672852,0.00013065338,2.3841858e-05,-7.3453654e-25,-7.3453654e-25,-7.3453654e-25,0.00027751923,0.0005130768,0.010688782,0.011998177,0.042702675,0.008826256,0.00018876046,0.00011244416,2.3784116e-05,0.0,7.143244e-07,7.622875e-07,0.00015132036,0.0003068205,0.0023561753,0.001086059,0.003956035,0.0016277581,0.0002104938,0.00011408515,2.4408102e-05,1.8626451e-09,7.4133277e-07,7.878989e-07,0.00015876722,0.00025944365,0.0016532782,0.0018679984,0.0034522903,0.0021420778,-6097929.0,-8834131.0,-8489598.0,-10839187.0,-8535882.0,-6746267.0,-4158343.0,-2324611.0,-1090662.0,-1084286.0,-1305637.0,-3452338.0,-4501196.0,-6104206.0,-3334984.0,-6648635.0,-5288082.0,-5141135.0,-4305611.0,-2679864.0,-2222010.0,-3102963.0,-2995064.0,-4067144.0,-4603598.0,-6361066.0,-4207278.0,-6270996.0,-4061836.0,-3374860.0,-1565333.0,-455930.0,-366257.0,-542502.0,-1049609.0,-2690428.0,18296456.0,25729082.0,18750136.0,28235528.0,19963834.0,16753668.0,10825912.0,5462071.0,4602707.0,6276919.0,8854106.0,14001727.0,0.003997979,0.0022146902,0.014373276,0.0015526523,0.007045917,0.002766402,0.005048998,0.012257523,0.011556798,0.009136267,0.0124174,0.009965525,908.3345,1123.66552734375
